Year,Win.Score,Lose.Score,Total.Score
1947,14,13,27
1947,3,10,13
1947,3,2,5
1947,1,1,2
1947,8,1,9
1947,8,2,10
1947,6,4,10
1947,3,2,5
1947,9,3,12
1947,3,2,5
1947,5,3,8
1947,4,1,5
1947,9,2,11
1947,3,13,16
1947,8,5,13
1947,6,5,11
1947,5,1,6
1947,7,2,9
1947,6,3,9
1947,4,3,7
1947,6,1,7
1947,7,6,13
1947,2,0,2
1947,8,7,15
1947,4,2,6
1947,7,5,12
1947,8,5,13
1947,4,10,14
1947,6,13,19
1947,5,3,8
1947,11,10,21
1947,4,0,4
1947,5,3,8
1947,7,0,7
1947,3,1,4
1947,9,5,14
1947,3,2,5
1947,6,16,22
1947,2,11,13
1947,2,1,3
1947,6,2,8
1947,5,4,9
1947,4,0,4
1947,8,3,11
1947,3,12,15
1947,8,6,14
1947,7,1,8
1947,7,4,11
1947,11,10,21
1947,5,2,7
1947,4,3,7
1947,8,10,18
1947,7,5,12
1947,9,7,16
1947,5,3,8
1947,1,0,1
1947,3,16,19
1947,5,1,6
1947,4,3,7
1947,2,1,3
1947,12,1,13
1947,9,1,10
1947,7,6,13
1947,4,3,7
1947,6,3,9
1947,4,2,6
1947,6,5,11
1947,2,1,3
1947,7,2,9
1947,5,4,9
1947,6,4,10
1947,4,3,7
1947,7,6,13
1947,6,2,8
1947,8,7,15
1947,3,2,5
1947,4,2,6
1947,3,13,16
1947,6,5,11
1947,7,0,7
1947,2,1,3
1947,6,3,9
1947,4,3,7
1947,9,2,11
1947,5,4,9
1947,2,0,2
1947,3,1,4
1947,8,5,13
1947,5,2,7
1947,6,5,11
1947,3,2,5
1947,3,2,5
1947,5,1,6
1947,4,10,14
1947,6,3,9
1947,8,15,23
1947,7,3,10
1947,3,1,4
1947,6,5,11
1947,5,1,6
1947,3,2,5
1947,7,2,9
1947,2,11,13
1947,10,1,11
1947,6,3,9
1947,4,1,5
1947,5,0,5
1947,5,0,5
1947,1,0,1
1947,2,13,15
1947,2,1,3
1947,4,2,6
1947,6,5,11
1947,7,2,9
1947,2,1,3
1947,2,12,14
1947,4,0,4
1947,7,4,11
1947,6,5,11
1947,8,2,10
1947,3,2,5
1947,7,4,11
1947,2,11,13
1947,9,6,15
1947,11,1,12
1947,8,3,11
1947,6,5,11
1947,3,0,3
1947,6,13,19
1947,6,5,11
1947,4,2,6
1947,2,1,3
1947,2,0,2
1947,7,5,12
1947,5,4,9
1947,2,1,3
1947,6,1,7
1947,7,6,13
1947,9,7,16
1947,3,2,5
1947,7,4,11
1947,6,4,10
1947,2,0,2
1947,3,2,5
1947,4,3,7
1947,7,6,13
1947,4,3,7
1947,9,6,15
1947,2,0,2
1947,3,2,5
1947,3,0,3
1947,7,6,13
1947,7,4,11
1947,4,3,7
1947,4,3,7
1947,2,12,14
1947,4,2,6
1947,7,1,8
1947,4,3,7
1947,8,10,18
1947,5,3,8
1947,4,3,7
1947,2,0,2
1947,1,0,1
1947,3,1,4
1947,2,0,2
1947,6,1,7
1947,5,0,5
1947,5,1,6
1947,8,0,8
1947,7,4,11
1947,8,2,10
1947,3,2,5
1947,4,1,5
1947,3,1,4
1947,8,10,18
1947,8,3,11
1947,3,2,5
1947,7,2,9
1947,5,11,16
1947,7,3,10
1947,4,3,7
1947,8,10,18
1947,4,3,7
1947,2,0,2
1947,6,11,17
1947,4,3,7
1947,7,5,12
1947,7,2,9
1947,5,4,9
1947,4,3,7
1947,8,7,15
1947,9,3,12
1947,3,2,5
1947,7,3,10
1947,3,1,4
1947,3,2,5
1947,7,4,11
1947,5,2,7
1947,9,2,11
1947,8,1,9
1947,8,7,15
1947,1,0,1
1947,1,1,2
1947,1,0,1
1947,6,1,7
1947,2,13,15
1947,6,3,9
1947,6,4,10
1947,9,11,20
1947,4,4,8
1947,7,3,10
1947,9,7,16
1947,9,1,10
1947,6,16,22
1947,8,4,12
1947,6,3,9
1947,7,5,12
1947,3,2,5
1947,2,1,3
1947,2,12,14
1947,5,10,15
1947,7,2,9
1947,5,0,5
1947,8,3,11
1947,7,3,10
1947,8,3,11
1947,8,2,10
1947,5,3,8
1947,7,3,10
1947,2,1,3
1947,7,2,9
1947,4,1,5
1947,9,4,13
1947,4,0,4
1947,9,3,12
1947,12,10,22
1947,12,0,12
1947,5,0,5
1947,6,4,10
1947,8,6,14
1947,4,2,6
1947,8,10,18
1947,7,0,7
1947,6,10,16
1947,9,5,14
1947,9,4,13
1947,3,1,4
1947,8,7,15
1947,6,2,8
1947,4,0,4
1947,5,2,7
1947,6,3,9
1947,7,2,9
1947,8,1,9
1947,5,3,8
1947,3,2,5
1947,5,5,10
1947,5,3,8
1947,3,2,5
1947,5,0,5
1947,3,0,3
1947,4,0,4
1947,3,1,4
1947,7,11,18
1947,3,2,5
1947,6,4,10
1947,6,0,6
1947,4,2,6
1947,4,0,4
1947,6,4,10
1947,7,6,13
1947,4,2,6
1947,6,3,9
1947,9,3,12
1947,6,5,11
1947,6,1,7
1947,4,1,5
1947,7,2,9
1947,2,0,2
1947,3,1,4
1947,8,4,12
1947,7,4,11
1947,6,5,11
1947,5,4,9
1947,6,5,11
1947,5,1,6
1947,9,1,10
1947,3,1,4
1947,5,2,7
1947,3,15,18
1947,3,1,4
1947,4,3,7
1947,2,0,2
1947,5,3,8
1947,5,2,7
1947,3,2,5
1947,8,11,19
1947,4,3,7
1947,2,1,3
1947,3,1,4
1947,4,2,6
1947,2,1,3
1947,7,10,17
1947,2,1,3
1947,3,2,5
1947,8,1,9
1947,3,2,5
1947,3,0,3
1947,1,0,1
1947,5,3,8
1947,4,1,5
1947,3,1,4
1947,7,0,7
1947,5,2,7
1947,5,1,6
1947,5,3,8
1947,3,10,13
1947,9,8,17
1947,3,2,5
1947,2,1,3
1947,8,6,14
1947,5,2,7
1948,5,4,9
1948,4,2,6
1948,4,1,5
1948,4,12,16
1948,5,2,7
1948,4,0,4
1948,7,6,13
1948,3,1,4
1948,3,2,5
1948,4,0,4
1948,9,1,10
1948,4,3,7
1948,9,5,14
1948,4,3,7
1948,6,3,9
1948,5,2,7
1948,6,3,9
1948,5,3,8
1948,3,2,5
1948,6,3,9
1948,4,10,14
1948,3,0,3
1948,4,3,7
1948,2,10,12
1948,3,1,4
1948,1,0,1
1948,5,3,8
1948,8,2,10
1948,4,0,4
1948,5,3,8
1948,4,11,15
1948,9,16,25
1948,6,2,8
1948,7,1,8
1948,4,1,5
1948,7,2,9
1948,3,2,5
1948,6,4,10
1948,6,3,9
1948,6,2,8
1948,6,0,6
1948,3,1,4
1948,7,6,13
1948,13,10,23
1948,7,4,11
1948,5,4,9
1948,4,0,4
1948,7,3,10
1948,4,1,5
1948,7,6,13
1948,5,0,5
1948,12,11,23
1948,5,1,6
1948,2,1,3
1948,6,0,6
1948,3,2,5
1948,7,2,9
1948,7,1,8
1948,4,2,6
1948,9,8,17
1948,7,0,7
1948,8,1,9
1948,9,4,13
1948,7,17,24
1948,4,2,6
1948,4,2,6
1948,5,4,9
1948,5,4,9
1948,5,4,9
1948,5,11,16
1948,5,2,7
1948,6,0,6
1948,4,10,14
1948,7,13,20
1948,5,4,9
1948,7,2,9
1948,2,11,13
1948,3,1,4
1948,8,6,14
1948,6,2,8
1948,3,10,13
1948,6,3,9
1948,2,1,3
1948,7,2,9
1948,4,0,4
1948,5,1,6
1948,7,1,8
1948,4,2,6
1948,5,1,6
1948,9,6,15
1948,2,0,2
1948,6,4,10
1948,4,13,17
1948,4,3,7
1948,5,0,5
1948,3,1,4
1948,6,3,9
1948,6,1,7
1948,8,6,14
1948,5,4,9
1948,3,3,6
1948,4,3,7
1948,9,13,22
1948,5,2,7
1948,3,2,5
1948,6,0,6
1948,8,3,11
1948,6,5,11
1948,8,5,13
1948,9,2,11
1948,5,0,5
1948,9,5,14
1948,4,3,7
1948,7,4,11
1948,8,0,8
1948,9,4,13
1948,6,0,6
1948,3,2,5
1948,3,2,5
1948,9,1,10
1948,16,1,17
1948,5,12,17
1948,5,0,5
1948,6,1,7
1948,4,1,5
1948,9,5,14
1948,2,0,2
1948,2,14,16
1948,8,0,8
1948,8,0,8
1948,5,10,15
1948,5,3,8
1948,2,14,16
1948,8,10,18
1948,6,4,10
1948,3,1,4
1948,7,12,19
1948,9,3,12
1948,4,2,6
1948,6,0,6
1948,6,2,8
1948,8,0,8
1948,4,3,7
1948,4,1,5
1948,3,2,5
1948,4,1,5
1948,6,5,11
1948,9,7,16
1948,8,4,12
1948,5,0,5
1948,9,14,23
1948,2,0,2
1948,9,3,12
1948,5,1,6
1948,5,0,5
1948,1,0,1
1948,3,0,3
1948,3,0,3
1948,2,1,3
1948,5,0,5
1948,1,0,1
1948,5,2,7
1948,7,1,8
1948,4,1,5
1948,3,1,4
1948,8,6,14
1948,7,0,7
1948,8,3,11
1948,5,14,19
1948,13,11,24
1948,6,4,10
1948,9,2,11
1948,3,2,5
1948,6,5,11
1948,3,12,15
1948,7,1,8
1948,4,3,7
1948,4,3,7
1948,5,4,9
1948,6,1,7
1948,7,10,17
1948,6,5,11
1948,3,2,5
1948,6,5,11
1948,7,14,21
1948,4,1,5
1948,4,1,5
1948,6,1,7
1948,4,1,5
1948,5,0,5
1948,2,1,3
1948,8,4,12
1948,4,13,17
1948,13,0,13
1948,2,13,15
1948,4,13,17
1948,4,2,6
1948,3,1,4
1948,5,3,8
1948,7,17,24
1948,8,4,12
1948,3,1,4
1948,3,0,3
1948,5,11,16
1948,9,6,15
1948,8,3,11
1948,4,3,7
1948,3,1,4
1948,6,4,10
1948,2,10,12
1948,7,0,7
1948,6,5,11
1948,11,0,11
1948,9,2,11
1948,4,2,6
1948,6,5,11
1948,8,5,13
1948,4,12,16
1948,4,3,7
1948,4,3,7
1948,6,5,11
1948,5,1,6
1948,1,0,1
1948,2,1,3
1948,3,18,21
1948,4,1,5
1948,7,3,10
1948,8,1,9
1948,9,4,13
1948,5,2,7
1948,6,2,8
1948,4,3,7
1948,4,0,4
1948,5,16,21
1948,4,1,5
1948,9,4,13
1948,4,1,5
1948,8,5,13
1948,7,1,8
1948,2,0,2
1948,7,3,10
1948,7,10,17
1948,5,3,8
1948,4,2,6
1948,9,6,15
1948,2,1,3
1948,7,3,10
1948,7,5,12
1948,2,0,2
1948,8,10,18
1948,6,3,9
1948,6,3,9
1948,1,1,2
1948,5,4,9
1948,2,1,3
1948,3,1,4
1948,4,0,4
1948,4,3,7
1948,7,1,8
1948,6,5,11
1948,7,3,10
1948,6,1,7
1948,5,4,9
1948,7,6,13
1948,4,2,6
1948,8,13,21
1948,6,1,7
1948,8,3,11
1948,4,10,14
1948,7,6,13
1948,2,1,3
1948,9,3,12
1948,7,6,13
1948,6,4,10
1948,8,1,9
1948,4,3,7
1948,10,1,11
1948,6,3,9
1948,4,10,14
1948,4,3,7
1948,4,2,6
1948,4,3,7
1948,7,0,7
1948,8,3,11
1948,6,0,6
1948,5,4,9
1948,9,3,12
1948,10,0,10
1948,5,4,9
1948,7,0,7
1948,2,1,3
1948,4,4,8
1948,4,1,5
1948,8,1,9
1948,3,1,4
1948,2,1,3
1948,7,4,11
1948,1,0,1
1948,7,3,10
1948,5,1,6
1948,5,3,8
1948,2,1,3
1948,3,2,5
1948,4,3,7
1948,6,4,10
1948,6,2,8
1948,5,3,8
1948,4,1,5
1948,4,10,14
1948,7,2,9
1948,7,2,9
1948,5,4,9
1948,7,4,11
1948,4,3,7
1948,7,10,17
1948,1,0,1
1948,5,0,5
1948,4,2,6
1948,6,5,11
1948,5,3,8
1948,7,1,8
1948,7,3,10
1948,8,7,15
1948,9,6,15
1948,3,2,5
1948,5,4,9
1948,4,12,16
1948,1,0,1
1948,5,0,5
1948,4,3,7
1948,3,0,3
1948,5,3,8
1948,11,1,12
1948,4,16,20
1948,4,3,7
1948,11,1,12
1948,2,0,2
1948,4,10,14
1948,4,11,15
1948,9,5,14
1948,5,3,8
1948,9,5,14
1948,5,1,6
1948,7,1,8
1948,2,0,2
1948,11,1,12
1948,6,5,11
1948,3,2,5
1948,2,1,3
1948,7,5,12
1948,6,5,11
1948,8,7,15
1948,5,1,6
1948,3,2,5
1948,7,4,11
1948,6,4,10
1948,5,11,16
1948,5,2,7
1948,7,15,22
1948,6,4,10
1948,4,10,14
1948,4,1,5
1948,2,10,12
1948,5,4,9
1948,4,12,16
1948,3,1,4
1948,12,1,13
1948,8,10,18
1948,6,5,11
1948,3,2,5
1948,7,3,10
1948,7,6,13
1948,5,3,8
1948,3,2,5
1948,9,11,20
1948,7,5,12
1948,9,4,13
1948,3,2,5
1948,7,5,12
1948,4,1,5
1948,3,1,4
1948,8,7,15
1948,5,10,15
1948,5,3,8
1948,7,5,12
1948,3,1,4
1948,8,7,15
1948,9,2,11
1948,8,7,15
1948,3,2,5
1948,9,3,12
1948,9,2,11
1948,5,4,9
1948,6,3,9
1948,9,8,17
1948,7,3,10
1948,4,1,5
1948,2,0,2
1948,2,1,3
1948,4,3,7
1948,8,5,13
1948,3,1,4
1948,7,4,11
1948,2,1,3
1948,5,11,16
1948,6,5,11
1948,5,3,8
1948,7,6,13
1948,8,7,15
1948,8,6,14
1948,5,2,7
1948,9,8,17
1948,4,1,5
1948,6,4,10
1948,5,4,9
1948,5,2,7
1948,5,4,9
1948,8,12,20
1948,2,0,2
1948,2,1,3
1948,5,2,7
1948,5,0,5
1948,9,5,14
1948,4,0,4
1948,9,7,16
1948,10,1,11
1948,7,6,13
1948,5,10,15
1948,6,3,9
1948,5,4,9
1948,4,1,5
1948,8,5,13
1948,4,1,5
1948,4,3,7
1948,10,0,10
1948,8,3,11
1948,7,2,9
1948,6,4,10
1948,9,0,9
1948,7,5,12
1948,4,2,6
1948,6,2,8
1948,5,2,7
1948,1,0,1
1948,2,13,15
1948,4,3,7
1948,9,8,17
1948,5,2,7
1948,6,11,17
1948,5,2,7
1948,5,4,9
1948,6,4,10
1948,7,6,13
1948,5,1,6
1948,2,1,3
1948,3,2,5
1948,12,1,13
1948,6,2,8
1948,8,6,14
1948,2,11,13
1948,3,1,4
1948,8,5,13
1948,4,0,4
1948,3,2,5
1948,2,11,13
1948,6,5,11
1948,3,2,5
1948,3,12,15
1948,4,1,5
1948,3,2,5
1948,4,2,6
1948,7,0,7
1948,2,1,3
1948,9,6,15
1948,6,3,9
1948,7,1,8
1948,4,2,6
1948,5,0,5
1948,8,5,13
1948,4,0,4
1948,3,2,5
1948,6,4,10
1948,9,1,10
1948,6,5,11
1948,6,2,8
1948,5,2,7
1948,4,1,5
1948,7,0,7
1948,4,3,7
1948,6,2,8
1948,7,4,11
1948,2,0,2
1948,6,3,9
1948,2,1,3
1948,3,11,14
1948,3,1,4
1948,6,5,11
1948,6,2,8
1948,7,0,7
1948,5,3,8
1948,4,1,5
1948,4,13,17
1948,3,1,4
1948,9,1,10
1948,2,0,2
1948,7,3,10
1948,2,1,3
1948,4,2,6
1948,4,1,5
1948,4,3,7
1948,5,2,7
1948,9,5,14
1948,7,10,17
1948,3,2,5
1948,8,5,13
1948,4,2,6
1948,6,4,10
1948,5,2,7
1948,7,3,10
1948,2,1,3
1948,7,3,10
1948,5,1,6
1948,8,6,14
1948,8,2,10
1948,7,5,12
1948,6,2,8
1948,5,3,8
1948,6,11,17
1948,8,2,10
1948,5,19,24
1948,13,12,25
1948,6,3,9
1948,12,1,13
1948,8,6,14
1948,8,1,9
1948,6,5,11
1948,7,2,9
1948,5,2,7
1948,5,1,6
1948,6,2,8
1948,6,5,11
1948,8,7,15
1948,3,2,5
1948,5,4,9
1948,6,3,9
1948,7,5,12
1948,6,5,11
1948,4,1,5
1948,4,3,7
1948,10,1,11
1948,3,10,13
1948,6,4,10
1948,6,3,9
1948,5,2,7
1948,3,1,4
1948,5,12,17
1948,2,1,3
1948,7,6,13
1948,9,0,9
1948,4,3,7
1948,5,0,5
1948,6,4,10
1948,12,10,22
1948,5,3,8
1948,7,6,13
1948,4,3,7
1948,3,10,13
1948,2,10,12
1948,6,0,6
1948,4,3,7
1948,7,0,7
1948,2,1,3
1948,4,1,5
1948,7,4,11
1948,4,0,4
1948,14,1,15
1948,2,12,14
1948,6,5,11
1948,6,4,10
1948,2,13,15
1948,2,1,3
1948,5,3,8
1948,4,2,6
1948,3,10,13
1948,8,7,15
1948,6,4,10
1948,9,0,9
1948,4,3,7
1948,4,2,6
1948,5,4,9
1948,15,10,25
1948,4,0,4
1948,4,3,7
1948,5,2,7
1948,9,4,13
1948,1,0,1
1948,3,2,5
1948,5,0,5
1948,5,4,9
1948,3,2,5
1948,9,8,17
1948,7,5,12
1948,1,0,1
1948,9,4,13
1948,5,13,18
1948,3,1,4
1948,2,1,3
1948,1,1,2
1948,5,3,8
1948,4,2,6
1948,6,1,7
1948,8,5,13
1948,4,3,7
1948,3,10,13
1948,3,1,4
1948,4,1,5
1948,5,3,8
1948,12,10,22
1948,4,2,6
1948,4,10,14
1948,5,10,15
1948,8,2,10
1948,3,2,5
1948,3,1,4
1948,4,1,5
1948,8,4,12
1948,4,10,14
1948,4,0,4
1948,5,0,5
1948,6,5,11
1948,11,10,21
1948,9,7,16
1948,5,12,17
1948,7,6,13
1948,3,2,5
1948,6,4,10
1948,3,0,3
1948,8,2,10
1948,5,3,8
1948,4,12,16
1948,12,11,23
1948,6,1,7
1948,2,10,12
1948,3,1,4
1948,6,3,9
1948,4,13,17
1948,2,1,3
1948,6,4,10
1948,4,1,5
1948,5,4,9
1948,2,14,16
1948,6,0,6
1948,6,4,10
1948,1,0,1
1948,7,6,13
1948,8,3,11
1948,5,0,5
1948,9,6,15
1948,2,1,3
1948,5,2,7
1948,2,11,13
1948,2,1,3
1948,3,1,4
1948,9,10,19
1948,9,3,12
1948,7,1,8
1948,6,2,8
1948,7,3,10
1948,8,12,20
1948,5,17,22
1948,3,2,5
1948,8,4,12
1948,6,1,7
1948,3,0,3
1948,5,3,8
1948,6,3,9
1948,6,5,11
1948,8,7,15
1948,5,3,8
1948,1,1,2
1948,6,3,9
1948,7,6,13
1948,9,8,17
1948,13,1,14
1948,5,0,5
1948,6,1,7
1948,4,3,7
1948,7,5,12
1948,5,11,16
1948,6,5,11
1948,2,1,3
1948,3,1,4
1948,3,0,3
1948,7,5,12
1948,6,2,8
1948,8,4,12
1948,8,6,14
1948,4,3,7
1948,2,13,15
1948,3,0,3
1948,6,3,9
1948,8,11,19
1948,9,2,11
1948,5,3,8
1948,7,3,10
1948,4,0,4
1948,2,10,12
1948,7,6,13
1948,7,4,11
1948,6,5,11
1948,8,6,14
1948,5,1,6
1948,6,4,10
1948,4,13,17
1948,3,2,5
1948,5,1,6
1948,2,1,3
1948,5,10,15
1948,8,0,8
1948,3,0,3
1948,3,2,5
1948,4,0,4
1948,4,12,16
1948,8,2,10
1948,2,1,3
1948,4,3,7
1948,13,0,13
1948,5,0,5
1948,9,4,13
1948,4,0,4
1948,9,6,15
1948,2,1,3
1948,8,1,9
1948,5,0,5
1948,7,4,11
1948,5,10,15
1948,6,2,8
1948,8,7,15
1948,8,7,15
1948,2,17,19
1948,9,1,10
1948,8,5,13
1948,3,2,5
1948,5,2,7
1948,7,6,13
1948,4,2,6
1948,9,10,19
1948,8,3,11
1948,9,14,23
1948,6,3,9
1948,4,3,7
1948,4,1,5
1948,8,10,18
1948,9,6,15
1948,8,2,10
1948,7,5,12
1948,2,12,14
1948,6,1,7
1948,4,2,6
1948,8,5,13
1948,4,3,7
1948,4,2,6
1948,3,1,4
1948,5,21,26
1948,7,5,12
1948,5,4,9
1948,2,1,3
1948,5,3,8
1948,3,15,18
1948,8,15,23
1948,5,4,9
1948,4,2,6
1948,7,2,9
1948,3,0,3
1948,9,8,17
1948,6,4,10
1948,6,4,10
1948,3,0,3
1948,7,4,11
1948,3,0,3
1948,2,1,3
1948,8,7,15
1948,4,1,5
1948,5,4,9
1948,4,3,7
1948,9,7,16
1948,1,0,1
1948,7,6,13
1948,6,2,8
1948,2,1,3
1948,6,4,10
1948,6,3,9
1948,5,1,6
1948,5,0,5
1948,3,2,5
1948,5,4,9
1948,6,2,8
1948,7,1,8
1948,2,10,12
1948,6,3,9
1948,8,1,9
1948,2,1,3
1948,8,6,14
1948,2,1,3
1948,5,3,8
1948,6,5,11
1948,6,2,8
1948,5,4,9
1948,4,1,5
1948,4,3,7
1948,7,5,12
1948,2,1,3
1948,6,2,8
1948,6,2,8
1948,8,6,14
1948,5,2,7
1948,6,5,11
1948,7,3,10
1948,9,6,15
1948,8,2,10
1948,2,11,13
1948,5,1,6
1948,3,1,4
1948,3,2,5
1948,4,3,7
1948,2,1,3
1948,9,4,13
1948,5,2,7
1948,8,3,11
1948,4,2,6
1948,7,5,12
1948,4,12,16
1948,2,1,3
1948,3,2,5
1948,8,4,12
1948,3,26,29
1948,6,3,9
1948,5,0,5
1948,4,10,14
1948,8,5,13
1948,7,12,19
1948,5,4,9
1948,4,1,5
1948,6,2,8
1948,4,3,7
1948,4,2,6
1948,3,14,17
1948,3,1,4
1948,6,3,9
1948,3,10,13
1948,4,3,7
1948,4,2,6
1948,6,2,8
1948,8,0,8
1948,7,6,13
1948,5,0,5
1948,5,3,8
1948,5,3,8
1948,8,1,9
1948,7,5,12
1948,8,3,11
1948,5,4,9
1948,3,1,4
1948,5,4,9
1948,8,7,15
1948,6,2,8
1948,9,7,16
1948,5,2,7
1948,4,2,6
1948,8,0,8
1948,6,4,10
1948,2,10,12
1948,10,1,11
1948,4,3,7
1948,8,1,9
1948,2,10,12
1948,7,4,11
1948,3,0,3
1948,8,2,10
1948,1,0,1
1948,4,3,7
1948,4,1,5
1948,3,10,13
1948,2,1,3
1948,4,0,4
1948,8,1,9
1948,5,4,9
1948,4,10,14
1948,5,2,7
1948,1,0,1
1948,5,4,9
1948,6,2,8
1948,7,4,11
1948,6,10,16
1948,8,7,15
1948,2,1,3
1948,2,0,2
1948,3,2,5
1948,6,5,11
1948,6,5,11
1948,6,0,6
1948,9,2,11
1948,4,1,5
1948,4,3,7
1948,3,10,13
1948,8,1,9
1948,4,3,7
1948,10,1,11
1948,9,4,13
1948,3,0,3
1948,10,0,10
1948,4,1,5
1948,3,2,5
1948,3,2,5
1948,11,1,12
1948,9,8,17
1948,7,4,11
1948,6,5,11
1948,7,4,11
1948,9,1,10
1948,9,3,12
1948,6,5,11
1948,9,0,9
1948,9,4,13
1948,5,1,6
1948,8,2,10
1948,4,10,14
1948,12,11,23
1948,2,0,2
1948,6,14,20
1948,8,4,12
1948,5,1,6
1948,5,2,7
1948,6,1,7
1948,6,2,8
1948,4,3,7
1948,4,11,15
1948,4,1,5
1948,7,2,9
1948,7,5,12
1948,8,7,15
1948,5,10,15
1948,1,0,1
1948,3,2,5
1948,8,1,9
1948,7,2,9
1948,6,0,6
1948,9,1,10
1948,4,3,7
1948,3,2,5
1948,6,2,8
1948,5,4,9
1948,2,0,2
1948,3,2,5
1948,5,4,9
1948,9,2,11
1948,7,11,18
1948,5,4,9
1948,7,6,13
1948,7,5,12
1948,2,10,12
1948,4,12,16
1948,1,0,1
1948,4,10,14
1948,3,2,5
1948,3,2,5
1948,9,6,15
1948,11,10,21
1948,5,4,9
1948,7,2,9
1948,6,1,7
1948,5,2,7
1948,7,12,19
1948,6,4,10
1948,6,0,6
1948,5,2,7
1948,3,0,3
1948,9,6,15
1948,2,1,3
1948,6,5,11
1948,6,1,7
1948,10,1,11
1948,8,4,12
1948,3,0,3
1948,7,2,9
1948,3,1,4
1948,9,10,19
1948,6,1,7
1948,5,4,9
1948,5,0,5
1948,7,1,8
1948,10,1,11
1948,6,0,6
1948,3,1,4
1948,11,1,12
1948,5,4,9
1948,8,1,9
1948,3,1,4
1948,4,2,6
1948,5,4,9
1948,7,6,13
1948,5,4,9
1948,7,5,12
1948,6,3,9
1948,3,1,4
1948,5,2,7
1948,6,2,8
1948,5,2,7
1948,2,0,2
1948,10,1,11
1948,7,0,7
1948,4,3,7
1948,3,0,3
1948,4,3,7
1948,8,1,9
1948,4,3,7
1948,3,1,4
1948,9,7,16
1948,5,3,8
1948,4,3,7
1948,4,3,7
1948,5,1,6
1948,4,3,7
1948,5,1,6
1948,5,3,8
1948,4,3,7
1948,7,3,10
1948,3,11,14
1948,2,1,3
1948,4,0,4
1948,3,1,4
1948,1,0,1
1948,3,1,4
1948,6,2,8
1948,6,4,10
1948,6,2,8
1948,4,3,7
1948,3,0,3
1948,2,1,3
1948,4,1,5
1948,8,1,9
1948,11,10,21
1948,6,14,20
1948,2,1,3
1948,6,1,7
1948,8,6,14
1948,6,2,8
1948,6,10,16
1948,5,1,6
1948,8,7,15
1948,5,4,9
1948,4,2,6
1948,7,10,17
1948,5,2,7
1948,9,4,13
1948,5,2,7
1948,4,2,6
1948,6,1,7
1948,3,2,5
1948,2,0,2
1948,4,0,4
1948,6,11,17
1948,7,10,17
1948,10,1,11
1948,6,5,11
1948,9,6,15
1948,3,0,3
1948,9,1,10
1948,2,1,3
1948,13,12,25
1948,4,1,5
1948,9,1,10
1948,4,1,5
1948,6,4,10
1948,2,1,3
1948,6,4,10
1948,3,1,4
1948,2,13,15
1948,3,2,5
1948,6,3,9
1948,4,10,14
1948,7,3,10
1948,6,4,10
1948,3,3,6
1948,5,2,7
1948,5,3,8
1948,6,4,10
1948,2,1,3
1948,7,6,13
1948,5,10,15
1948,6,4,10
1948,3,2,5
1948,5,2,7
1948,8,5,13
1948,7,3,10
1948,3,10,13
1948,4,1,5
1948,6,5,11
1948,2,1,3
1948,12,1,13
1948,8,0,8
1948,2,12,14
1948,3,2,5
1948,2,1,3
1948,5,2,7
1948,17,10,27
1948,4,2,6
1948,8,3,11
1948,2,0,2
1948,8,7,15
1948,6,12,18
1948,6,3,9
1948,2,1,3
1948,8,4,12
1948,6,10,16
1948,3,1,4
1948,4,2,6
1948,6,2,8
1948,9,6,15
1948,4,1,5
1948,5,13,18
1948,5,3,8
1948,6,3,9
1948,9,3,12
1948,3,2,5
1948,2,1,3
1948,3,11,14
1948,10,1,11
1948,4,3,7
1948,7,12,19
1948,6,11,17
1948,8,1,9
1948,4,2,6
1948,7,10,17
1948,8,6,14
1948,5,3,8
1948,2,0,2
1948,4,3,7
1948,8,6,14
1948,4,3,7
1948,3,1,4
1948,9,6,15
1948,5,3,8
1948,8,6,14
1948,9,6,15
1948,4,2,6
1948,6,3,9
1948,7,2,9
1948,5,2,7
1948,7,4,11
1948,8,7,15
